loss,acc,val_loss,val_acc
0.7907246918905348,67.1875,0.6181846261024475,74.0625
0.6780219276746114,68.75,0.6237223029136658,75.3125
0.6400814567293439,71.35417,0.5994712114334106,75.3125
0.6445384110723223,71.35417,0.6321260333061218,69.0625
0.6397286426453364,70.98215,0.5923555016517639,75.625
0.6367211937904358,70.014885,0.6064903855323791,75.9375
0.6287162758055187,72.247025,0.6106864452362061,75.3125
0.6429329911867777,71.35417,0.5982851266860962,75.9375
0.6277527326629275,71.27976,0.600480318069458,75.9375
0.626914211681911,71.65179,0.6071838140487671,75.3125
0.6320539088476271,71.72619,0.5922678232192993,76.25
0.6293973582131522,72.47024,0.6040289282798768,74.375
0.6258680479867118,71.42857,0.5945160388946533,75.625
0.6167891082309541,73.958336,0.5941475749015808,75.3125
0.6226723790168762,72.54465,0.6051887750625611,76.875
0.6183687391735259,71.8006,0.5936195731163025,75.3125
0.6149330422991798,74.18155,0.5942935347557068,76.5625
0.6193725920858837,72.54465,0.5981706023216248,76.25
0.6127295891443888,73.51191,0.5944352626800538,75.625
0.6157514225868952,73.28869,0.5983010292053222,75.3125
0.6142362923849196,73.73512,0.5942872047424317,76.25
0.6166531102997916,73.139885,0.5945915460586548,76.25
0.6174483725002834,72.84226,0.6040050864219666,75.625
0.6378686342920575,72.84226,0.5945722699165344,76.875
0.6153125081743512,73.4375,0.5939320683479309,76.25
0.611632471992856,74.03274,0.5975643992424011,76.25
0.6170968015988668,72.84226,0.6009660005569458,75.0
0.6115121727898007,73.58631,0.595180070400238,76.25
0.6207802097002665,72.47024,0.5949911117553711,75.9375
0.6147008850460961,73.88393,0.5944965243339538,75.625
0.6115544182913644,73.66071,0.5927069425582886,76.5625
0.6232909134456089,72.395836,0.5983483076095581,76.25
0.6133260499863398,74.47917,0.597619092464447,75.625
0.6157803648994082,73.3631,0.5967401504516602,76.25
0.6111899018287659,73.4375,0.5935829758644104,76.875
0.616299447559175,73.21429,0.5926543235778808,76.5625
0.6054818005788893,74.77679,0.5920613765716553,76.25
0.6176950335502625,72.247025,0.5933115005493164,75.625
0.6071785489718119,73.73512,0.5896138429641724,75.625
0.6166035845166161,72.54465,0.5958294749259949,75.3125
0.6105477412541708,73.73512,0.587610948085785,76.5625
0.6062027045658657,73.58631,0.5834034562110901,75.625
0.5886651220775786,75.89286,0.588012421131134,76.875
0.5806138941219875,77.083336,0.603515362739563,72.1875
0.584820290406545,76.11607,0.565954840183258,77.5
0.5747511968726203,76.63691,0.5466661930084229,79.6875
0.5680098448480878,77.23215,0.5549633026123046,77.5
0.5724497636159261,78.0506,0.5600983619689941,78.125
0.5520436948253995,79.01786,0.5478083252906799,77.8125
0.5364462931950887,79.6875,0.5303933084011078,80.3125
0.5606560082662673,79.6131,0.5445526003837585,79.375
0.5325000782807668,81.622025,0.5204920172691345,82.1875
0.52823919909341,82.14286,0.5098260164260864,83.4375
0.5309211583364577,81.84524,0.5333760738372803,82.5
0.5316378346511296,82.29167,0.5348830580711365,81.5625
0.5208470636890048,81.47321,0.5202382922172546,81.875
0.5206875389530545,82.66369,0.5211199820041656,82.5
0.5131537218888601,83.03571,0.5145263433456421,82.5
0.5232327055363428,82.7381,0.5278864622116088,81.25
0.5047987444060189,85.26786,0.5066583037376404,83.4375
0.49523761726561044,83.77976,0.5128052353858947,82.5
0.49517457967712764,84.97024,0.5062671065330505,83.125
0.4878071163381849,86.309525,0.5027102530002594,85.625
0.48929575369471595,85.565475,0.5051205456256866,84.6875
0.48904561144965036,85.8631,0.51030233502388,83.4375
0.48882414897282916,85.26786,0.5008117735385895,84.6875
0.4864054776373364,85.26786,0.5036066055297852,83.125
0.4828683620407468,86.68155,0.5070301830768585,85.9375
0.47820915636562167,86.53274,0.5138428330421447,84.0625
0.4767896859418778,85.8631,0.5159263610839844,83.125
0.4786601137547266,86.53274,0.5105692207813263,85.0
0.48593999658312115,85.78869,0.5135844230651856,83.75
0.48345228745823815,86.53274,0.509023380279541,84.375
0.48016186697142466,86.53274,0.5066141724586487,84.0625
0.47432056353205726,87.35119,0.5077435374259949,84.6875
0.47023660512197585,86.97917,0.5088448286056518,84.375
0.4791613873981294,86.60715,0.5029576003551484,84.6875
0.47273861510413034,86.53274,0.5047086000442504,84.375
0.4746953248977661,87.5,0.5047642290592194,85.0
0.46875034201712834,87.57441,0.5033994674682617,85.0
0.4677864057677133,87.79762,0.5061514139175415,83.125
0.4742117807978675,86.83036,0.5062458097934723,84.6875
0.4648287140187763,87.4256,0.49634613990783694,85.3125
0.47434079079400926,88.09524,0.5174447953701019,83.4375
0.4729884380385989,87.202385,0.5103174686431885,83.75
0.4617365101973216,88.54167,0.5040823459625244,83.4375
0.4738260606924693,87.05357,0.5113224506378173,83.75
0.47005607684453327,87.4256,0.5127812504768372,82.8125
0.47058009533655076,87.5,0.5227169156074524,82.8125
0.4662351409594218,88.31845,0.5036647319793701,85.625
0.4675085445245107,87.4256,0.5068718671798706,84.6875
0.4602772621881394,88.91369,0.5106422424316406,84.375
0.45694638859658016,88.61607,0.5067253530025482,84.375
0.4634521461668469,88.46726,0.5076156795024872,84.375
0.459804919503984,88.61607,0.5045574307441711,83.75
0.4686162571112315,87.946434,0.5057397007942199,84.375
0.4708753682318188,87.27679,0.501718270778656,84.375
0.4608634923185621,88.46726,0.5147743880748749,85.3125
0.46186391370637075,88.83929,0.5102234899997711,85.0
0.45948458711306256,88.764885,0.5113602221012116,84.0625
0.4669891070751917,87.57441,0.49987589120864867,85.0
0.4574913623787108,88.46726,0.5116545021533966,84.0625
0.46532919435274034,88.39286,0.5087135851383209,85.625
0.46294314094952177,88.39286,0.5124240696430207,84.6875
0.46344051474616643,88.54167,0.5082846879959106,83.4375
0.46530515665099736,88.9881,0.5063841104507446,84.6875
0.4602761651788439,88.83929,0.5057258784770966,83.4375
0.46795234226045157,88.61607,0.5056918919086456,85.3125
0.4612620629015423,88.24405,0.5124277114868164,84.0625
0.456942808060419,88.61607,0.5089879751205444,83.75
0.463474174340566,87.946434,0.5036991834640503,84.6875
0.4634497179871514,88.91369,0.5101954698562622,84.0625
0.46110841631889343,88.91369,0.5058510601520538,85.3125
0.45938989520072937,88.54167,0.5071284174919128,85.0
0.4660391651448749,88.690475,0.5066120028495789,84.0625
0.4604890431676592,88.61607,0.5034246444702148,84.6875
0.46587881445884705,88.54167,0.5044438540935516,85.3125
0.45997157267161776,87.79762,0.5129192709922791,85.625
0.45873886062985375,89.13691,0.5064375519752502,84.6875
0.4519279712722415,89.28571,0.5041859209537506,84.0625
